osm_id,shop,name,addr-housenumber,addr-street,addr-city,addr-postcode,the_geom,osm_original_geom,osm_type
512915168,mobile_phone,Hubside Store,38,Avenue de la Chartreuse,,,POINT (638058.6107462993 5646474.263011819),"SRID=3857;POLYGON((638048.956900236 5646483.95489687,638049.468969894 5646465.29510565,638052.007054284 5646465.37403869,638052.040450131 5646463.93745738,638068.114984602 5646464.37948237,638068.092720704 5646465.05830652,638067.558387148 5646484.47585606,638048.956900236 5646483.95489687))",way
512917486,mobile_phone,Wefix,,,,,POINT (638104.8893779016 5646360.1490126215),"SRID=3857;POLYGON((638097.926344236 5646362.8090237,638108.690938996 5646353.73183151,638111.852412535 5646357.48899864,638101.087817775 5646366.56619463,638097.926344236 5646362.8090237))",way
520270721,mobile_phone,SFR,,,,,POINT (856690.333120957 6205445.469500072),,node
530784526,mobile_phone,Phone House,,,,,POINT (33425.58067397296 5869219.323503434),,node
544135152,mobile_phone,Orange,,,,,POINT (-188802.3015135602 6129684.479596781),"SRID=3857;POLYGON((-188818.873505254 6129682.67985552,-188812.049620468 6129670.8031394,-188785.678033099 6129686.33294988,-188790.308923916 6129694.2229718,-188792.602105427 6129698.12628343,-188818.873505254 6129682.67985552))",way
545875387,mobile_phone,Bouygues Telecom,,,,,POINT (241894.77340613047 6220103.424648258),"SRID=3857;POLYGON((241885.743058435 6220098.08960201,241893.335047708 6220095.98227981,241899.769314275 6220094.195271,241903.799079842 6220108.76108962,241889.783955951 6220112.6554273,241885.743058435 6220098.08960201))",way
545875400,mobile_phone,Save,,,,,POINT (241745.49840242483 6220127.679951709),"SRID=3857;POLYGON((241742.140915312 6220125.78829351,241747.395195278 6220124.32159242,241748.853480607 6220129.58148714,241743.599200642 6220131.03133049,241742.140915312 6220125.78829351))",way
545875411,mobile_phone,Free,,,,,POINT (241808.81368821178 6220091.426895959),"SRID=3857;POLYGON((241801.941745766 6220081.39962457,241809.555998937 6220079.27544798,241814.053306365 6220095.57767401,241815.67857093 6220101.47817719,241812.016159683 6220102.48969243,241808.075449709 6220103.56864215,241802.98814898 6220085.17593983,241801.941745766 6220081.39962457))",way
549141300,mobile_phone,SFR,,,,,POINT (692357.1723591519 6291915.123658595),,node
572180106,mobile_phone,Orange,,,,,POINT (265545.18131470314 5388437.192441989),"SRID=3857;POLYGON((265531.194021478 5388434.68327175,265548.637785686 5388423.40355466,265559.168609515 5388439.70159928,265541.724845307 5388450.98133622,265531.194021478 5388434.68327175))",way
572180109,mobile_phone,Espace SFR,,,,,POINT (265612.9272421845 5388389.843063278),"SRID=3857;POLYGON((265599.555320774 5388387.47736357,265615.774570583 5388376.56601914,265626.294262463 5388392.21942865,265610.086144603 5388403.115445,265599.555320774 5388387.47736357))",way
578524335,mobile_phone,H&D 7,25,Rue de Stalingrad,,95120.0,POINT (251362.64960839378 6272805.014951396),,node
607102438,mobile_phone,SFR,1751,Avenue de Genève,,,POINT (737799.3302761052 5772685.097557663),"SRID=3857;POLYGON((737791.621401176 5772691.83828479,737793.280061589 5772676.83576359,737807.039150651 5772678.35682916,737805.380490238 5772693.35935293,737791.621401176 5772691.83828479))",way
609921513,mobile_phone,Henin Phone,,,,,POINT (328093.72994349524 6519252.161304379),"SRID=3857;POLYGON((328080.580626954 6519249.68886979,328094.039153391 6519245.89762872,328095.341591433 6519250.54495672,328110.280667098 6519246.03739794,328111.816876071 6519251.55828423,328080.914585427 6519259.82214938,328080.580626954 6519249.68886979))",way
612936091,mobile_phone,Gsm-Clinique,,,,,POINT (-55904.09167892801 5448461.949192434),,node
617027054,mobile_phone,Bouygues Telecom,,,,,POINT (605815.4187627237 5392458.570285917),"SRID=3857;POLYGON((605811.166324977 5392458.16730636,605817.244369174 5392454.59000441,605819.760189666 5392458.96567437,605813.42611064 5392462.54297802,605811.166324977 5392458.16730636))",way
622302459,mobile_phone,Coriolis Questembert,,,,,POINT (-272875.15247201076 6052287.4306751955),"SRID=3857;POLYGON((-272887.442007927 6052274.85798028,-272877.24514257 6052269.23735789,-272864.365477485 6052296.64619228,-272862.662289276 6052300.26654543,-272873.705182763 6052305.25899839,-272874.740454027 6052302.34948902,-272887.442007927 6052274.85798028))",way
629382815,mobile_phone,SFR,,,,,POINT (255696.69587124462 6247356.762968487),,node
635869538,mobile_phone,Bouygues Télécom,,Allée Jules Milhau Le Triangle Haut 34000 Montpellier,,,POINT (432165.31752603134 5405117.543845321),,node
658725384,mobile_phone,Coriolis telecom,,,,,POINT (37959.38976305232 5873945.831098801),,node
658725400,mobile_phone,,,,,,POINT (37941.68996401619 5873949.070291933),,node
660189644,mobile_phone,Zak Phone,,,,,POINT (431184.5928121425 5404373.045150474),,node
660189653,mobile_phone,Lyca Mobile,,,,,POINT (431182.6001932573 5404407.280905838),,node
664032801,mobile_phone,Téléboutique Ria,,,,,POINT (430988.04711919796 5405017.288923402),,node
664040560,mobile_phone,Telecom & Services,,,,,POINT (430885.61092376994 5405023.91515444),,node
664045971,mobile_phone,Mobiles Expert 34,,,,,POINT (430795.5089279219 5405037.475113035),,node
664050659,mobile_phone,Lyca Mobile,,,,,POINT (430755.58975852345 5405063.657266221),,node
670205541,mobile_phone,TSA Connect,,,,,POINT (-55592.75332707739 5448616.525276331),,node
670975079,mobile_phone,Club Bouygues Telecom,,,,,POINT (251093.51247550288 6268755.848470724),,node
674080499,mobile_phone,Orange Mobistore,,,,,POINT (431273.9823632495 5405132.333882865),,node
674096914,mobile_phone,France GSM,,,,,POINT (431174.7076413601 5405087.994589593),,node
682420376,mobile_phone,Kase,,,,,POINT (254324.8723903519 6248963.347800192),,node
686164495,mobile_phone,Welcom,,,,,POINT (533461.3158017059 5821064.888473867),"SRID=3857;POLYGON((533450.992620806 5821066.67074184,533453.308066214 5821061.29368166,533460.154214898 5821064.15930015,533463.137577252 5821057.07575052,533469.827878648 5821059.81257584,533464.595862581 5821072.24099326,533450.992620806 5821066.67074184))",way
687924448,mobile_phone,Doc Smartphone 74,86,Rue de l'Archet,Saint-Cergues,74140.0,POINT (703448.9006173086 5817381.394165582),"SRID=3857;POLYGON((703427.751003205 5817385.06864307,703435.220541037 5817380.01566952,703434.207533671 5817378.56736553,703452.998263717 5817366.53035935,703454.089194727 5817368.22004506,703461.258169934 5817363.50501814,703470.508819619 5817377.87539815,703456.003889968 5817387.5307618,703456.783126404 5817388.80205213,703445.495330037 5817396.17232121,703444.693829704 5817394.9493067,703437.413535006 5817399.66435041,703427.751003205 5817385.06864307))",way
691724260,mobile_phone,SFR,,,,,POINT (276711.40595303074 6250214.268774136),"SRID=3857;POLYGON((276701.437005638 6250213.21470653,276708.617112795 6250204.92462285,276722.743556176 6250217.22440298,276711.945565569 6250222.36764508,276701.437005638 6250213.21470653))",way
691724264,mobile_phone,Club Bouygues Telecom,,,,,POINT (276528.7208593563 6250097.315241168),"SRID=3857;POLYGON((276520.787735979 6250102.8557473,276525.630133829 6250097.22194663,276525.663529676 6250090.35311365,276525.886168658 6250090.33619535,276526.453898061 6250090.23468554,276527.177474751 6250090.03166594,276527.878787543 6250089.67638163,276528.51330864 6250089.15191436,276529.092169992 6250088.59361053,276529.515184057 6250088.13681651,276529.682163294 6250087.95071525,276536.951326042 6250094.2950787,276525.819376963 6250107.23759487,276520.787735979 6250102.8557473))",way
697316450,mobile_phone,Espace Mobile,,,,,POINT (425449.1454796952 5408562.416592655),,node
697354248,mobile_phone,Mosson Phone,,,,,POINT (424909.0121784172 5407073.078112225),,node
697810734,mobile_phone,Coriolis,103,Avenue de la République,Biars-sur-Cère,46130.0,POINT (205087.30983133466 5609148.973314133),"SRID=3857;POLYGON((205074.535919272 5609157.36853449,205076.394954768 5609138.28277084,205100.083742409 5609140.57809119,205098.224706913 5609159.66385969,205074.535919272 5609157.36853449))",way
702536609,mobile_phone,Bouygues Telecom,,,,,POINT (538763.5825219476 5832903.191067676),"SRID=3857;POLYGON((538752.794876868 5832900.64378707,538770.795238529 5832894.72753125,538774.368594184 5832905.8668609,538756.234649134 5832911.5574356,538752.794876868 5832900.64378707))",way
718126494,mobile_phone,SFR,,,,,POINT (-113958.17460719009 5720389.925449032),,node
723604009,mobile_phone,Orange,1,Rue des Abattoirs,Saint-Égrève,38120.0,POINT (630488.019581289 5659270.856287845),"SRID=3857;POLYGON((630478.67492884 5659273.10652851,630488.571231571 5659258.78347855,630494.894178648 5659263.24164397,630489.439523599 5659271.0197251,630496.20774864 5659275.71503344,630491.754969008 5659282.07030318,630478.67492884 5659273.10652851))",way
724205161,mobile_phone,SFR,,,,,POINT (431605.925952846 5405322.377208117),,node
724205165,mobile_phone,Boutique d'Orange,,,,,POINT (431588.24841770803 5405337.674935499),,node
724205185,mobile_phone,Bouygues Telecom,,,,,POINT (431661.0847605341 5405233.543267295),,node
724207431,mobile_phone,Allo Réparations,7,Place des Martyrs de la Résistance,,,POINT (431487.01447278063 5405398.81997395),,node
737150412,mobile_phone,Mobilax Store,,,,,POINT (637478.4784366803 5646499.152346005),"SRID=3857;POLYGON((637471.353458357 5646503.79872746,637471.665152931 5646494.18464655,637485.635749026 5646494.5635264,637485.312922503 5646504.06710097,637471.353458357 5646503.79872746))",way
738088576,mobile_phone,SFR,7,Rue Victor Hugo,Niort,79000.0,POINT (-51507.272355218854 5832659.386285455),,node
738097162,mobile_phone,Free,20,Rue Victor Hugo,Niort,79000.0,POINT (-51481.55755284562 5832563.391300165),,node
738097166,mobile_phone,Orange,26,Rue Victor Hugo,Niort,79000.0,POINT (-51466.64074107931 5832539.211367874),,node
746689104,mobile_phone,Tell-Mi,,,,,POINT (-500785.73520090006 6170984.933140636),,node
747682818,mobile_phone,Boutique Orange,,,,,POINT (612263.6400050896 5416335.196221433),"SRID=3857;POLYGON((612246.022886129 5416335.51079706,612274.66539111 5416321.94964312,612281.300032761 5416334.7257581,612252.724319475 5416348.51782495,612246.022886129 5416335.51079706))",way
762660784,mobile_phone,SFR,,,,,POINT (-177054.8960855682 6125557.183251448),"SRID=3857;POLYGON((-177062.644721558 6125553.71112596,-177054.139912461 6125548.19244616,-177049.731660626 6125554.61145472,-177051.557300275 6125569.38352906,-177056.544413462 6125562.34761689,-177062.644721558 6125553.71112596))",way
762660785,mobile_phone,Orange,,,,,POINT (-177067.55685291905 6125575.461203156),"SRID=3857;POLYGON((-177083.561653878 6125581.5546704,-177081.201680673 6125579.87071694,-177056.544413462 6125562.34761689,-177051.557300275 6125569.38352906,-177078.57454069 6125588.57392552,-177079.966034325 6125586.60653277,-177083.561653878 6125581.5546704))",way
765757501,mobile_phone,Orange,,,,,POINT (488527.7791395233 5561851.092211881),"SRID=3857;POLYGON((488508.731575375 5561850.67052814,488512.627757553 5561840.84893022,488527.321930337 5561839.78544573,488528.412861347 5561849.05966023,488542.895527099 5561847.44879261,488544.376076327 5561860.71108985,488538.810101787 5561862.99445902,488538.598594755 5561861.88405339,488533.266391146 5561861.24283331,488524.594602813 5561860.21062545,488525.707797721 5561853.81406729,488513.050771618 5561851.60889792,488508.731575375 5561850.67052814))",way
770599577,mobile_phone,Phone Boutique,,,,,POINT (271883.00624249893 6251800.475351514),,node
775871908,mobile_phone,SFR,,,,,POINT (348791.1266110797 6574754.61597803),,node
788702631,mobile_phone,Orange,1,Route de Vendeville,Faches-Thumesnil,59155.0,POINT (342916.2401121255 6547560.9540995015),"SRID=3857;POLYGON((342906.110410802 6547552.01106747,342917.476130812 6547548.11916747,342926.860363886 6547572.294558,342913.613344482 6547571.47059501,342906.110410802 6547552.01106747))",way
788702647,mobile_phone,SFR,1,Route de Vendeville,Faches-Thumesnil,59155.0,POINT (342960.2594334169 6547647.358495801),"SRID=3857;POLYGON((342952.864596936 6547639.29880225,342958.00755741 6547637.42295651,342959.009432827 6547639.85980293,342960.968655865 6547644.96140459,342964.152393302 6547643.54137082,342968.360270054 6547653.53420623,342963.005802547 6547655.09449215,342958.063217156 6547654.14780178,342952.864596936 6547639.29880225))",way
797963540,mobile_phone,Phone Shop,,,,,POINT (257655.89664530812 6256972.908696539),,node
821155672,mobile_phone,Free,,,,,POINT (152948.02426876995 6036208.527705422),"SRID=3857;POLYGON((152932.51982755 6036209.88862849,152936.649780659 6036201.06085615,152938.920698271 6036202.11688825,152944.152714338 6036201.7373767,152945.711187209 6036198.00826407,152958.858019072 6036203.45342907,152960.872901855 6036208.53558616,152956.019372057 6036219.95395,152932.51982755 6036209.88862849))",way
821155674,mobile_phone,SFR,,,,,POINT (152994.46156972766 6036197.94872503),"SRID=3857;POLYGON((152986.019974825 6036202.11688825,152991.174067249 6036189.19700435,152997.519278224 6036191.06155856,152997.296639243 6036191.88658268,153003.051856917 6036193.65213455,152997.519278224 6036206.96803739,152986.019974825 6036202.11688825))",way
821155675,mobile_phone,Bouygues Telecom,,,,,POINT (153006.05561862927 6036202.276603742),"SRID=3857;POLYGON((152997.519278224 6036206.96803739,153003.051856917 6036193.65213455,153014.317389385 6036197.1172374,153010.654978138 6036208.53558616,153006.40257359 6036210.54864921,152997.519278224 6036206.96803739))",way
821155706,mobile_phone,Orange,,,,,POINT (153046.64866657092 6036035.285433707),"SRID=3857;POLYGON((153033.798300274 6036043.56501313,153035.891106701 6036035.06741438,153042.603671996 6036036.40392936,153044.618554779 6036027.59283443,153046.266083243 6036020.79476732,153056.340497159 6036023.03878888,153051.264328379 6036047.44256097,153033.798300274 6036043.56501313))",way
822054371,mobile_phone,Téléphone Store,,,,,POINT (74369.12315866965 5706466.68760841),,node
823756177,mobile_phone,Orange,,,,,POINT (250962.41151119565 6261966.223144834),,node
823756201,mobile_phone,Access Phone,,,,,POINT (250977.75133702697 6261946.384025382),,node
827365094,mobile_phone,SFR,,,,,POINT (165438.58667701506 5408695.485535496),"SRID=3857;POLYGON((165428.455495618 5408706.49733727,165435.09013727 5408680.9969736,165448.849226332 5408684.70359628,165441.925154004 5408709.95788662,165428.455495618 5408706.49733727))",way
827365096,mobile_phone,Bouygues Telecom,,,,,POINT (165380.10167810714 5408713.261814683),"SRID=3857;POLYGON((165373.719701995 5408717.34039622,165376.847779687 5408706.52809771,165386.465783691 5408709.03507334,165383.304310153 5408720.10883884,165373.719701995 5408717.34039622))",way
827610546,mobile_phone,Orange,,,,,POINT (165303.27841380902 5408495.10767995),"SRID=3857;POLYGON((165286.745783839 5408501.38904658,165292.523265411 5408480.79541668,165316.011677968 5408487.60868871,165319.228811252 5408492.80708023,165314.53112874 5408509.12512702,165286.745783839 5408501.38904658))",way
832265613,mobile_phone,Galaxiphone,10,,,,POINT (655674.5058360077 6219632.080670264),,node
835713046,mobile_phone,Clubs Bouygues Telecom,,,,,POINT (121501.30575478217 6350097.08116059),,node
843477431,mobile_phone,SFR,73,Avenue des Champs-Élysées,Paris,75008.0,POINT (256413.5711280552 6252951.044160718),,node
845460926,mobile_phone,Orange,,,,,POINT (238878.0752921732 6262821.737447461),"SRID=3857;POLYGON((238867.404121168 6262820.68784927,238878.959084313 6262809.1660983,238883.71242657 6262816.04525949,238885.983344182 6262820.75562433,238885.393350881 6262825.9573612,238883.912801653 6262829.88831757,238879.916431934 6262834.32758946,238867.404121168 6262820.68784927))",way
849444893,mobile_phone,Eazyphone,191,Boulevard Voltaire,Asnières-sur-Seine,92600.0,POINT (254009.80479291978 6261067.709155246),"SRID=3857;POLYGON((254005.062625252 6261067.73219059,254008.814092092 6261063.27690525,254012.175940714 6261066.15674722,254015.270622558 6261068.81636684,254009.470877087 6261071.4759873,254005.062625252 6261067.73219059))",way
864664531,mobile_phone,Le Comptoir des Mobiles,15,Rond-Point Rhin et Danube,,,POINT (248024.76807280473 6247828.306135139),,node
871634582,mobile_phone,SFR,,,,,POINT (-36661.489635650185 6309895.6490513915),"SRID=3857;POLYGON((-36669.9204414484 6309898.08448249,-36665.7348285946 6309896.61917077,-36667.7719752761 6309892.01877519,-36657.230019498 6309887.35022816,-36653.2113858804 6309897.9311359,-36667.7942391743 6309903.50273034,-36669.9204414484 6309898.08448249))",way
871634606,mobile_phone,Bouygues Télécom,,,,,POINT (-36565.339182641736 6309839.793275351),"SRID=3857;POLYGON((-36580.3973069525 6309834.20735148,-36561.0945072489 6309826.76158246,-36556.1407899086 6309839.16552169,-36550.9755655358 6309841.22716721,-36556.0183384688 6309853.06885992,-36577.5697918863 6309843.40808203,-36580.3973069525 6309834.20735148))",way
871634609,mobile_phone,Orange,,,,,POINT (-36585.13506464402 6309877.97337416),"SRID=3857;POLYGON((-36600.9357530038 6309882.18756786,-36598.7204951371 6309881.30156707,-36600.6685862259 6309878.03018034,-36595.8039244783 6309875.98556429,-36599.3661481837 6309868.30122004,-36594.1230001673 6309866.25660634,-36569.6883719382 6309877.50198782,-36568.1855588125 6309881.82975984,-36571.3581643001 6309889.00296167,-36589.6924844337 6309881.65937507,-36599.2548286929 6309885.9019568,-36600.9357530038 6309882.18756786))",way
877959100,mobile_phone,Phone 2000,,,,,POINT (262656.24572030205 6255015.822854632),,node
878738225,mobile_phone,Coup de phonie,,,,,POINT (717789.9245385751 6135992.278599924),,node
882356221,mobile_phone,Mobilaneuf,,,,,POINT (249290.11446075374 6246493.000492461),,node
886318956,mobile_phone,SFR,,,,,POINT (331436.5272843531 6518011.673832185),"SRID=3857;POLYGON((331427.913187312 6518011.53043081,331440.603609262 6518003.77439943,331445.134312537 6518011.40815099,331432.76671711 6518019.77558926,331427.913187312 6518011.53043081))",way
886318958,mobile_phone,WeFix,,,,,POINT (331463.6578757474 6518026.509725056),"SRID=3857;POLYGON((331458.570575076 6518024.12526303,331464.32579275 6518020.92851462,331468.745176535 6518028.89418509,331462.989958861 6518032.09093657,331458.570575076 6518024.12526303))",way
886326778,mobile_phone,Bouygues Télécoms,,,,,POINT (331216.54046793963 6517822.240717842),"SRID=3857;POLYGON((331202.324239219 6517824.46187148,331225.066811188 6517810.40002066,331230.822028862 6517820.11230265,331207.75663037 6517834.06936094,331202.324239219 6517824.46187148))",way
886336701,mobile_phone,Free,,,,,POINT (331464.19139857875 6517930.363273528),"SRID=3857;POLYGON((331455.965698992 6517923.31473688,331461.097527517 6517920.55473627,331472.652490662 6517936.08411873,331466.229356043 6517940.06691217,331464.470508088 6517937.21956403,331458.726422363 6517927.97879062,331455.965698992 6517923.31473688))",way
886336714,mobile_phone,Orange,,,,,POINT (331484.32983259775 6518011.666201071),"SRID=3857;POLYGON((331465.149556982 6518013.9760278,331495.684493307 6517996.01837531,331502.708753176 6518008.22887603,331503.432329866 6518009.48661103,331472.986449134 6518027.25213835,331465.149556982 6518013.9760278))",way
888651758,mobile_phone,Orange,,,,,POINT (-39732.18375816377 5360251.687258926),"SRID=3857;POLYGON((-39742.8727208986 5360247.50325295,-39725.0838662698 5360242.66844559,-39721.4993786663 5360255.87237162,-39739.277101346 5360260.70718585,-39742.8727208986 5360247.50325295))",way
888916496,mobile_phone,SFR,,Place Jacques Resplandin,Draguignan,83300.0,POINT (718083.0321438012 5392731.5524508795),"SRID=3857;POLYGON((718075.136205937 5392724.53432855,718081.13632649 5392722.09309504,718082.405368685 5392725.27130482,718085.600238071 5392723.99695005,718090.976969476 5392737.47748296,718081.770847588 5392741.14701638,718075.136205937 5392724.53432855))",way
889169001,mobile_phone,Bouygues Telecom,,,,,POINT (-40624.32527061391 6310395.738861368),"SRID=3857;POLYGON((-40636.6680444269 6310395.75997549,-40635.0873076576 6310389.4894358,-40611.6545548456 6310396.16892388,-40612.9792567861 6310401.7749269,-40636.6680444269 6310395.75997549))",way
891037186,mobile_phone,France Télécom,,,,,POINT (148264.18113384704 5405543.220422484),,node
907027523,mobile_phone,SFR,,Avenue les Portes de la Mer,Lunel,34400.0,POINT (462395.8207694975 5416731.071810924),"SRID=3857;POLYGON((462391.420187318 5416720.09555757,462396.36277271 5416719.97240907,462399.346135063 5416722.37380512,462399.468586503 5416729.63957134,462399.980656161 5416743.21671759,462394.726376195 5416743.35526,462394.559396959 5416737.42872536,462391.854333333 5416737.47490614,462391.420187318 5416720.09555757))",way
915560809,mobile_phone,,,,,,POINT (562503.2646475253 5626869.882655591),,node
922525961,mobile_phone,SFR,,,,,POINT (249681.36907504484 6246890.877710879),,node
925942314,mobile_phone,Orange,,,,,POINT (-10086.430034370818 5984913.255026003),"SRID=3857;POLYGON((-10100.7521083129 5984916.3240541,-10100.5851290768 5984909.91044469,-10098.514586548 5984902.33222178,-10070.8071652896 5984910.82901762,-10074.7590072127 5984924.09912659,-10100.7521083129 5984916.3240541))",way
929430028,mobile_phone,Orange,,Route de Villoison,Villabé,91100.0,POINT (272812.702101808 6204612.969803097),,node
929474512,mobile_phone,Bouygues Telecom,,Route de Villoison,Villabé,91100.0,POINT (272766.7160201613 6204606.709829847),,node
929555322,mobile_phone,SFR,,Route de Villoison,Villabé,91100.0,POINT (272687.5901261054 6204618.354730007),,node
931681731,mobile_phone,La Maison du Mobile,,,,,POINT (249646.58173417195 6246892.399783121),,node
931681751,mobile_phone,The Smart Factory,,,,,POINT (249643.21988554997 6246993.026277022),,node
934345839,mobile_phone,Save,,,,,POINT (152744.5179050795 5410732.586122338),"SRID=3857;POLYGON((152737.911093745 5410733.40145186,152749.688695871 5410728.38640293,152751.124717302 5410731.77079148,152739.347115177 5410736.78584224,152737.911093745 5410733.40145186))",way
942325758,mobile_phone,Kal Tel,40,Rue du Pont Royal,Nogent-sur-Oise,60180.0,POINT (275366.1597135732 6320164.930221377),,node
951439504,mobile_phone,Moshi Moshi,,Route de Nîmes,Le Crès,34920.0,POINT (438790.3465771021 5410309.812421695),"SRID=3857;POLYGON((438784.174073516 5410313.54667224,438788.493269759 5410302.84018635,438796.508273096 5410306.05520739,438792.211340751 5410316.7924628,438784.174073516 5410313.54667224))",way
957891882,mobile_phone,Orange,,,Brétigny-sur-Orge,91220.0,POINT (256480.64977199334 6204800.271593881),"SRID=3857;POLYGON((256468.77446354 6204788.08264237,256483.925046237 6204783.30342419,256492.58570262 6204812.41630897,256477.279272636 6204817.19554351,256468.77446354 6204788.08264237))",way
957891898,mobile_phone,Bouygues Telecom,,,Brétigny-sur-Orge,91220.0,POINT (256489.12319364733 6204757.0066141),"SRID=3857;POLYGON((256480.418482277 6204750.16870723,256492.808341602 6204746.28140252,256497.806586738 6204763.98464005,256485.416727413 6204767.63635808,256480.418482277 6204750.16870723))",way
958404729,mobile_phone,Bouygues Telecom,,,Saint-Aunès,34130.0,POINT (442998.9621363818 5411699.782953751),"SRID=3857;POLYGON((442988.032191884 5411702.37227469,442989.512741112 5411694.07965397,443009.873075978 5411697.29515908,443008.626297681 5411705.38777498,442988.032191884 5411702.37227469))",way
963625092,mobile_phone,Orange,,,,,POINT (152028.13513365813 6230168.196572358),"SRID=3857;POLYGON((152013.132153088 6230152.44512414,152019.421704318 6230146.53763071,152028.872729087 6230156.31031492,152029.985923995 6230155.23008675,152045.659708298 6230171.45040231,152036.019440396 6230181.18935798,152031.945147033 6230185.69594956,152029.841208657 6230187.60323437,152013.800070033 6230171.02843741,152014.746285705 6230169.98196456,152022.649969551 6230162.47099382,152013.132153088 6230152.44512414))",way
970639970,mobile_phone,Hubside Store,400,Avenue Claude Baillet,Nîmes,30900.0,POINT (485460.66081789474 5436391.41971963),"SRID=3857;POLYGON((485449.705364223 5436389.88150018,485450.907614724 5436385.26900037,485453.601546401 5436386.05574766,485453.991164619 5436384.69822296,485470.310601969 5436389.37242818,485467.616670292 5436399.92410808,485456.707360194 5436394.57113446,485449.705364223 5436389.88150018))",way
970652026,mobile_phone,Orange,400,Avenue Claude Baillet,Nîmes,30900.0,POINT (485596.8465175151 5436434.736633239),"SRID=3857;POLYGON((485586.216455783 5436448.1318637,485595.700876398 5436416.72351812,485605.71963057 5436419.60826838,485603.41531711 5436427.61461208,485608.279978858 5436429.00299608,485603.604560245 5436443.08739234,485596.758411561 5436441.37504947,485592.472611165 5436454.61100529,485587.908512043 5436454.08650318,485587.162671455 5436451.14003602,485586.216455783 5436448.1318637))",way
970678912,mobile_phone,Bouygues Telecom,400,Avenue Claude Baillet,Nîmes,30900.0,POINT (485449.1221864146 5436426.213014971),"SRID=3857;POLYGON((485439.430575223 5436429.11098152,485442.191298594 5436418.59012113,485458.967145857 5436423.48031427,485455.972651555 5436433.75435627,485439.430575223 5436429.11098152))",way
970678938,mobile_phone,SFR,400,Avenue Claude Baillet,Nîmes,30900.0,POINT (485600.65568136715 5436473.318911849),"SRID=3857;POLYGON((485593.151660059 5436478.41417647,485596.814071306 5436466.02664679,485608.25771496 5436467.33790381,485603.882858972 5436481.4686384,485593.151660059 5436478.41417647))",way
972547820,mobile_phone,Bouygues Telecom,,,,,POINT (-66209.06541256835 6018814.460025144),"SRID=3857;POLYGON((-66218.8221124438 6018820.84338078,-66218.7664526984 6018817.84631952,-66206.8552671835 6018807.10960308,-66202.0240012831 6018806.56618067,-66198.8625277446 6018810.38660561,-66207.6567675172 6018817.94512372,-66207.7124272626 6018821.69968419,-66218.8221124438 6018820.84338078))",way
972547823,mobile_phone,Orange,,,,,POINT (-66186.43667541022 6018801.9790834645),"SRID=3857;POLYGON((-66195.5340749698 6018800.12745107,-66193.4969282883 6018798.74419521,-66190.5914895786 6018796.06002077,-66183.5115699642 6018796.70224648,-66179.8602906662 6018796.91632173,-66180.7174507453 6018808.82220726,-66188.4430234063 6018807.96590513,-66195.5340749698 6018800.12745107))",way
973602010,mobile_phone,LDLC - Apple,,,,,POINT (662023.852331025 5977235.516878937),"SRID=3857;POLYGON((662013.449523893 5977239.42555845,662017.46815751 5977226.42940012,662034.255136722 5977231.6081948,662030.236503104 5977244.60436088,662013.449523893 5977239.42555845))",way
973602048,mobile_phone,SFR,,,,,POINT (661994.1629811537 5977295.674656513),"SRID=3857;POLYGON((661987.612270079 5977302.65304738,661992.332216489 5977286.2807219,662000.714574146 5977288.70624966,661995.994627736 5977305.06219098,661987.612270079 5977302.65304738))",way
973602054,mobile_phone,Bouygues Telecom,,,,,POINT (662103.7307837135 5977327.837131428),"SRID=3857;POLYGON((662096.315752839 5977338.01999791,662102.10436636 5977317.94374559,662110.798418591 5977320.451226,662108.315993947 5977329.05533094,662106.167527774 5977336.47945119,662100.000427984 5977334.70946168,662098.831573331 5977338.75749377,662096.315752839 5977338.01999791))",way
975045364,mobile_phone,Orange,,,,,POINT (661899.1979649335 5977191.650430541),"SRID=3857;POLYGON((661881.56932315 5977191.6365019,661884.541553554 5977182.21310785,661907.350917217 5977189.40766343,661913.762919887 5977186.392177,661915.043094031 5977198.56884875,661910.022584996 5977200.60102712,661881.56932315 5977191.6365019))",way
977526001,mobile_phone,Hubside.Store,,,,,POINT (255757.2350792278 6256709.318949196),"SRID=3857;POLYGON((255748.871316579 6256716.25644566,255754.982756624 6256708.92508982,255752.222033252 6256706.622402,255758.522716431 6256699.20639696,255765.936594518 6256705.35253767,255759.702703034 6256712.87013733,255753.468811549 6256720.3030859,255748.871316579 6256716.25644566))",way
982243241,mobile_phone,Bouygues Telecom,,,,,POINT (255778.05371748537 6256664.970933323),"SRID=3857;POLYGON((255768.986748566 6256664.93708814,255776.400626653 6256656.08194839,255787.109561667 6256665.00481391,255779.729079427 6256673.859963,255768.986748566 6256664.93708814))",way
987112161,mobile_phone,Club Bouygues Telecom,,,,,POINT (253107.39338344402 6254678.46858546),,node
994059147,mobile_phone,Orange,,,,,POINT (249478.37798358328 6247345.46519735),,node
996916841,mobile_phone,Super Works et Services,8,,,,POINT (283044.6664939189 6245110.494091059),,node
1001406929,mobile_phone,Bouygues Telecom,,,,,POINT (861723.9233200789 6205032.75327684),"SRID=3857;POLYGON((861707.636154399 6205033.50920291,861713.825518087 6205019.94526268,861740.174841558 6205031.97778922,861734.063401513 6205045.57540613,861728.809121548 6205043.16889561,861707.636154399 6205033.50920291))",way
1004102075,mobile_phone,Orange,,,,,POINT (-26950.05910283375 5608274.340464649),,node
